section_id,land_section_name
4616,四腳亭段四腳亭坑小段
4617,四腳亭段四腳亭埔小段
4618,四腳亭段楓子瀨小段
4619,四腳亭段粗坑口小段
4620,金瓜石段
4621,草山段石梯坑小段
4622,草山段苦苓嶺小段
4623,草山段草山小段
4624,鼻頭段
4625,南子吝段南子吝小段
4626,南子吝段哩咾小段
4627,水南洞段
4628,九芎橋段
4629,子寮段
4630,深澳段
4631,三爪子段蛇子形小段
4632,三爪子段員山子小段
4633,三爪子段中坑小段
4634,三爪子段烏塗坑小段
4635,三爪子段坪林小段
4636,三爪子段豎石小段
4637,三爪子段柴寮子小段
4638,三爪子段魚寮子小段
4639,三爪子段新路尾小段
4640,三爪子段三爪子坑小段
4641,龍潭堵段
4642,猴硐段
4643,魚坑段尪子上天小段
4644,魚坑段八分寮小段
4645,魚坑段坑子內小段
4646,魚坑段大寮小段
4647,魚坑段頂坪小段
4648,魚坑段滴水子小段
4649,魚坑段魚坑小段
4650,魚坑段瑞工小段
4651,瑞芳段
4652,明燈段
4653,逢甲段
4654,東和段
4655,爪峰段
4656,吉慶段
4657,吉安段
4658,瑞亭段
4659,十分寮段頂寮子小段
4660,十分寮段望古坑小段
4661,十分寮段粗坑小段
4662,十分寮段平溪子小段
4663,十分寮段幼坑小段
4664,十分寮段南山坪小段
4665,十分寮段六分小段
4666,十分寮段十分寮小段
4667,十分寮段月桃寮小段
4668,十分寮段五分寮小段
4669,十分寮段新寮小段
4670,十分寮段番子坑小段
4671,十分寮段石灼坑小段
4672,十分寮段乾坑小段
4673,十分寮段石硿子小段
4674,十分寮段大湖小段
4675,石底段白石腳小段
4676,石底段薯榔寮小段
4677,石底段番子坑小段
4678,石底段竿蓁林小段
4679,石底段火燒寮小段
4680,石底段冬瓜坑寮小段
4681,石底段柴橋坑小段
4682,石底段平溪子小段
4683,石底段竿蓁坑小段
4684,石底段菁桐坑小段
4685,石底段石尖小段
4686,石底段嶺腳寮小段
4687,石底段石底小段
4688,石底段東勢格小段
4689,東平段
4690,南勢坑段
4691,魚行段乾溪子小段
4692,魚行段登子蘭坑口小段
4693,魚行段坑子內小段
4694,魚行段乾溪子口小段
4695,魚行段粗坑子小段
4696,魚行段八股小段
4697,魚行段新店小段
4698,魚行段頂坪小段
4699,魚行段公館小段
4700,魚行段內厝小段
4701,雙溪段雙溪小段
4702,雙溪段九分坑小段
4703,雙溪段苕谷坑小段
4704,雙溪段過港小段
4705,大平段大平小段
4706,大平段竹子山小段
4707,大平段破子寮小段
4708,大平段竿蓁坑小段
4709,大平段後寮子小段
4710,溪尾寮段溪尾寮小段
4711,溪尾寮段藤寮坑小段
4712,三叉港段三叉港小段
4713,三叉港段土地公嶺小段
4714,三叉港段三叉坑小段
4715,三叉港段四分子小段
4716,三叉港段大埤小段
4717,平林段麻竹坑小段
4718,平林段大瀨小段
4719,平林段新寮子小段
4720,平林段內平林小段
4721,平林段後番子坑小段
4722,平林段外平林小段
4723,平林段竹寮坑小段
4724,平林段下崁小段
4725,平林段埔尾小段
4726,平林段艋舺崙小段
4727,武丹坑段武丹坑小段
4728,武丹坑段尪子崙坑小段
4729,武丹坑段五分小段
4730,武丹坑段頂坪小段
4731,武丹坑段下坑小段
4732,武丹坑段粗坑小段
4733,料角坑段戇子坑小段
4734,料角坑段畚箕湖小段
4735,料角坑段料角坑小段
4736,料角坑段保成坑小段
4737,柑腳段柑腳小段
4738,柑腳段外柑腳小段
4739,柑腳段盤山坑小段
4740,柑腳段中坑小段
4741,柑腳段下坑小段
4742,柑腳段崩山坑小段
4743,丁子蘭坑段
4744,石壁坑段
4745,燦光寮段
4746,石段
4747,烏山段灣潭小段
4748,烏山段三分二小段
4749,烏山段烏山小段
4750,烏山段大湖尾小段
4751,魚行段頂坑小段
4752,魚行段礁溪子小段
4753,魚行段魚杭子小段
4754,虎豹潭段
4755,坪溪段
4756,雙柑段
4757,貢寮段內寮小段
4758,貢寮段貢寮小段
4759,丹裡段內寮小段
4760,丹裡段文秀坑小段
4761,丹裡段尖山腳小段
4762,丹裡段鹽寮小段
4763,田寮洋段虎子山小段
4764,田寮洋段新社田寮小段
4765,田寮洋段中心崙小段
4766,田寮洋段龜媽坑小段
4767,田寮洋段挖子小段
4768,田寮洋段萊萊小段
4769,田寮洋段卯澳小段
4770,田寮洋段荖蘭小段
4771,田寮洋段入桂小段
4772,田寮洋段荖寮小段
4773,田寮洋段嶐嶐小段
4774,社里段舊社小段
4775,社里段水返港小段
4776,長潭段
4777,遠望坑段遠望坑小段
4778,遠望坑段草嶺坑小段
4779,撈洞段撈洞小段
4780,撈洞段蚊子坑小段
4781,撈洞段南勢坑小段
4782,撈洞段北勢坑小段
4783,澳底段澳底小段
4784,澳底段火炎山小段
4785,澳底段石壁坑小段
4786,大石壁坑段
4787,枋腳段
4788,雞母嶺段巫里岸小段
4789,雞母嶺段雞母嶺小段
4790,雞母嶺段土地公嶺小段
4791,下雙溪段下雙溪小段
4792,下雙溪段坑子內小段
4793,真美段
4794,新港段
4795,仁和段
4796,仁里段
4797,保和段
4798,和尚洲溪墘段
4799,和尚洲中路段
4800,和尚洲南港子段
4801,和尚洲水湳段
4802,和尚洲樓子厝段
4803,光華段
4804,重陽段
4805,復興段
4806,民族段
4807,民權段
4808,民生段
4809,保新段
4810,保佑段
4811,集賢段
4812,鷺江段
4813,信義段
4814,成功段
4815,和平段
4816,民義段
4817,樹德段
4818,中山段
4819,中原段
4820,光明段
4821,九芎段
4822,正義段
4823,中華段
4824,興華段
4825,過田段
4826,菜寮段
4827,中民段
4828,大安段
4829,集美段
4830,興德段
4831,中興段
4832,五谷王一段
4833,三重段
4834,五谷王段
4835,富貴段
4836,田安段
4837,大仁段
4838,正民段
4839,明志段
4840,德新段
4841,雙園段
4842,福德北段
4843,大同南段
4844,光興段
4845,福德南段
4846,三重埔段長泰小段
4847,三重埔段後埔小段
4848,三重埔段田心子小段
4849,三重埔段六張小段
4850,三重埔段過圳小段
4851,三重埔段三張小段
4852,三重埔段菜寮小段
4853,三重埔段港墘小段
4854,三重埔段大竹圍小段
4855,三重埔段同安厝小段
4856,三重埔段竹圍子小段
4857,三重埔段簡子畬小段
4858,重新段壹小段
4859,二重埔段頂崁小段
4860,二重埔段五谷王小段
4861,二重埔段頂田心子小段
4862,二重埔段陡門頭小段
4863,二重埔段中興小段
4864,二重埔段大有小段
4865,幸福段
4866,永安段
4867,仁愛段
4868,仁義段
4869,五華段
4870,碧華段
4871,新海段
4872,永德段
4873,忠孝段
4874,仁興段
4875,龍濱段
4876,龍門段
4877,三和段
4878,正義段
4879,安慶段
4880,大智段
4881,光榮段
4882,長樂段
4883,正義北段
4884,長壽段
4885,文化北段
4886,三民段
4887,錦田段
4888,成功段
4889,疏洪段
4890,大有段
4891,二重段
4892,頂崁段
4893,圓通段
4894,烘爐地段
4895,東南段
4896,錦和段
4897,南勢段
4898,新民段
4899,員山段
4900,德光段
4901,光環段
4902,莒光段
4903,民利段
4904,國道段
4905,灰磘段
4906,盛昌段
4907,橫路段
4908,華中段
4909,中和段
4910,連城段
4911,信和段
4912,漳和段二八張小段
4913,漳和段山腳小段
4914,漳和段枋寮小段
4915,漳和段廟子尾小段
4916,漳和段瓦小段
4917,漳和段協和小段
4918,中坑段牛埔小段
4919,中坑段灰小段
4920,四十張段
4921,外員山段
4922,員山子段
4923,永和段水尾小段
4924,永和段芎蕉腳小段
4925,南勢角段外南勢角小段
4926,南勢角段頂南勢角小段
4927,南勢角段橫路鹿寮小段
4928,南勢角段興南小段
4929,秀朗段尖山腳小段
4930,潭墘段潭墘小段
4931,民享段
4932,民生段
4933,新生段
4934,景福段
4935,大智段
4936,秀峰段
4937,大仁段
4938,秀山段
4939,景新段
4940,景平段
4941,中安段
4942,公園段
4943,保健段
4944,安平段
4945,大華段
4946,捷運段
4947,新和段
4948,景華段
4949,南山段
4950,大同段
4951,復興段
4952,安邦段
4953,民樂段
4954,台貿段
4955,仁和段
4956,健康段
4957,南工段
4958,福祥段
4959,莊敬段
4960,中原段
4961,橋和段
4962,福美段
4963,民富段
4964,民有段
4965,三民段
4966,正南段
4967,華新段
4968,板南段
4969,瓦磘段
4970,自強段
4971,華福段
4972,廟美段
4973,光復段
4974,興南段
4975,龜崙蘭溪洲段頂溪洲小段
4976,龜崙蘭溪洲段下溪洲小段
4977,潭墘段潭墘小段
4978,潭墘段秀朗小段
4979,秀朗段虎吼口小段
4980,秀朗段下秀朗小段
4981,福和段
4982,永利段
4983,得和段
4984,中正段
4985,竹林段
4986,永福段
4987,文化段
4988,及人段
4989,頂溪段
4990,信義段
4991,仁愛段
4992,中信段
4993,民權段
4994,民治段
4995,安樂段
4996,永安段
4997,大新段
4998,國光段
4999,中興段
5000,保福段
5001,保生段
5002,永平段
5003,保平段
5004,樂華段
5005,水源段
5006,雙和段
5007,長提段
5008,林森段
5009,得林段
5010,四維段
5011,公館後段劉厝埔小段
5012,民族段
5013,中園段
5014,插角段有木小段
5015,插角段外插角小段
5016,插角段內插角小段
5017,介壽段
5018,民權段
5019,民生段
5020,仁愛段
5021,和平段
5022,國光段
5023,文化段
5024,隆恩段
5025,大仁段
5026,大學段一小段
5027,白雞段白雞小段
5028,白雞段紫微小段
5029,白雞段烏才頭小段
5030,十三添段舌尾小段
5031,十三添段打鐵坑小段
5032,十三添段十三添小段
5033,礁溪段
5034,公館後段公館後小段
5035,公館後段隆恩埔小段
5036,成福段成福小段
5037,成福段小暗坑小段
5038,麥子園段劉厝埔小段
5039,麥子園段麥子園小段
5040,山員潭子段
5041,大寮段
5042,三峽段三峽小段
5043,三峽段公館尾小段
5044,麻園段溪墘寮小段
5045,麻園段麻園小段
5046,大埔段大埔小段
5047,大埔段柑子樹腳小段
5048,大埔段圳子頭小段
5049,大埔段二小段
5050,大埔段十八份小段
5051,大埔段五小段
5052,鳶山段
5053,中埔段
5054,劉厝埔段
5055,隆恩埔段
5056,東眼段東麓小段
5057,東眼段金敏子小段
5058,東眼段東眼小段
5059,茅埔段
5060,挖子段
5061,橫溪段溪南小段
5062,橫溪段溪北小段
5063,橫溪段坪頂小段
5064,橫溪段頂寮小段
5065,福德坑段
5066,竹崙段竹坑小段
5067,竹崙段崙尾小段
5068,八張段八張小段
5069,八張段坡子墘小段
5070,五寮段五寮小段
5071,五寮段菜園地小段
5072,五寮段詩朗小段
5073,插角段熊空小段
5074,湊合段
5075,鳳鳴段
5076,尖山推段
5077,尖山腳段
5078,二橋段
5079,鳳福段
5080,福德段
5081,鳳祥段
5082,工藝段
5083,永昌段
5084,橋子頭段
5085,大湖段大湖小段
5086,大湖段崁腳小段
5087,大湖段大竹圍小段
5088,大湖段三界公坑小段
5089,大湖段樟普坑小段
5090,大湖段圳子頭坑小段
5091,大湖段中坑小段
5092,鶯歌段牛灶坑小段
5093,鶯歌段鶯歌小段
5094,南靖厝段
5095,尖山段尖山埔小段
5096,尖山段尖山小段
5097,二甲九段
5098,阿南坑段阿南坑小段
5099,阿南坑段茶山小段
5100,阿南坑段阿四坑小段
5101,中山段
5102,中正段
5103,建國段
5104,國慶段
5105,昌福段
5106,陶瓷段
5107,國姓段
5108,德昌段
5109,永吉段
5110,圳德段
5111,圳民段
5112,圳福段
5113,文林段
5114,光武段
5115,石灰坑段石灰坑小段
5116,石灰坑段風爐坑小段
5117,石灰坑段上斗門頭小段
5118,石灰坑段下斗門頭小段
5119,樟樹堀段
5120,坡內坑段
5121,桃子腳段
5122,三角埔段
5123,圳岸腳段
5124,崙子段
5125,彭福段後村小段
5126,彭福段彭厝小段
5127,彭福段彭福小段
5128,彭福段太平橋小段
5129,彭福段樹林小段
5130,子寮段
5131,潭底段
5132,潭底段工業區小段
5133,石頭溪段上石頭溪小段
5134,石頭溪段下石頭溪小段
5135,石頭溪段田尾小段
5136,石頭溪段柑園小段
5137,山子腳段山子腳小段
5138,山子腳段太高坑小段
5139,山子腳段橫坑子小段
5140,山子腳段中坑小段
5141,山子腳段蓋淡坑小段
5142,三塊厝段
5143,溪墘厝段溪墘厝小段
5144,溪墘厝段柑園小段
5145,博愛段
5146,復興段
5147,樹德段
5148,育英段
5149,大同段
5150,東昇段
5151,鎮前段
5152,太平段
5153,中華段
5154,水源段
5155,慈恩段
5156,東豐段
5157,樂山段
5158,東山段
5159,味王段
5160,新興段
5161,山佳段
5162,佳園段
5163,大學段二小段
5164,武林段
5165,三福段
5166,樹新段
5167,大安段
5168,備內段
5169,三多段
5170,三龍段
5171,圳生段
5172,福興段
5173,月眉段
5174,仁愛一段
5175,仁愛二段
5176,竹林一段
5177,北成一段
5178,新群二段
5179,羅東段
5180,竹林段
5181,阿里史段阿里史小段
5182,阿里史段浮崙小段
5183,十六份段
5184,十八埒段
5185,維揚段
5186,東光段
5187,南昌段
5188,國華段
5189,北成段北成小段
5190,北成段北投小段
5191,北成段
5192,仁愛段
5193,西安段
5194,四維段
5195,歪子歪段歪子歪小段
5196,歪子歪段頂一結小段
5197,打那岸段
5198,新群段
5199,羅群段
5200,興東段
5201,公正段
5202,復興段
5203,中華段
5204,信義段
5205,東安段
5206,羅莊段
5207,新西安段
5208,新群一段
5209,十六份新段
5210,加新段
5211,松子腳段
5212,利澤簡段利澤簡小段
5213,利澤簡段下福小段
5214,下清水段寶斗厝小段
5215,下清水段埤子尾小段
5216,茅子寮段
5217,成興段
5218,新水段
5219,大義段
5220,雙結段
5221,大吉段
5222,國民段
5223,中興段
5224,錦草段
5225,孝威段
5226,大眾段
5227,新段
5228,協和段
5229,協富段
5230,百松段
5231,頂五結段頂五結小段
5232,頂五結段掃笏社小段
5233,下五結段
5234,四結段
5235,五結段
5236,中福段
5237,成功段
5238,中里段
5239,文祥段
5240,隆昌段
5241,百福段
5242,和平段
5243,三興段
5244,三結段
5245,學進段
5246,學新段
5247,鎮安段
5248,錦眾段
5249,頂三結段
5250,下三結段
5251,二結段
5252,頂清水段清水小段
5253,頂清水段新店小段
5254,頂清水段社尾小段
5255,頂清水段流流小段
5256,頂清水段加禮宛小段
5257,頂清水段婆羅辛子宛小段
5258,中一結段
5259,中二結段
5260,一百甲段
5261,五十二甲段
5262,四百名段
5263,大埔段
5264,橄社段
5265,新甲段
5266,利工段
5267,利成段
5268,利福段
5269,季寶段
5270,國民一段
5271,國民二段
5272,大吉一段
5273,大吉二段
5274,季新段
5275,淋漓坑段
5276,草漯段
5277,廣安段
5278,水源段
5279,大埤段
5280,梅山段
5281,仁山段
5282,義成二段
5283,冬山段冬山小段
5284,冬山段南興小段
5285,三堵段頭堵小段
5286,三堵段二堵小段
5287,三堵段三堵小段
5288,武淵段武淵小段
5289,武淵段埤頭小段
5290,阿兼城段阿兼城小段
5291,阿兼城段內城小段
5292,阿兼城段
5293,香員宅段
5294,珍珠里簡段
5295,奇武荖段
5296,補城地段補城地小段
5297,補城地段里腦小段
5298,太和段太和小段
5299,太和段楓樹橋小段
5300,員山段八寶小段
5301,員山段公埔小段
5302,員山段零工圍小段
5303,鹿埔段鹿埔小段
5304,鹿埔段茅埔圍小段
5305,鹿埔段龍目井小段
5306,鹿埔段松樹門小段
5307,廣興段廣興小段
5308,廣興段柯子林小段
5309,順安段順安小段
5310,順安段紅水溝小段
5311,打那美段
5312,九分段九分小段
5313,九分段八仙小段
5314,小南澳段
5315,武罕段
5316,義成段
5317,太員段
5318,福山段
5319,中山段
5320,永美段
5321,光華段
5322,鹿安段
5323,興安段
5324,梅林段
5325,梅花段
5326,東興段
5327,香城段
5328,富農段
5329,南富段
5330,北富段
5331,冬梅段
5332,山明段
5333,興平段
5334,大進段
5335,進利段
5336,群英段
5337,東和段
5338,香和段
5339,東城段
5340,福德段
5341,柯林段
5342,內城段
5343,安平段
5344,太和段
5345,冬白段
5346,鹿安一段
5347,義成五段
5348,義成七段
5349,義成八段
5350,鹿安二段
5351,義成三段
5352,義成四段
5353,十三分山段
5354,義成一段
5355,義成六段
5356,大伯爺坑段
5357,打狗溪段
5358,野分山段
5359,新奇武荖段
5360,廣興段
5361,錦眾段
5362,季新段
5363,永吉段
5364,隆恩段
5365,小帽山段
5366,糞箕山段
5367,圳頭坑段
5368,坪林段
5369,蘇聖段
5370,中央段
5371,國姓段
5372,箕山段
5373,中原段
5374,蘇市段
5375,蘇港段
5376,長安段
5377,永春段
5378,存仁段
5379,思村段
5380,濱海段
5381,慶安段
5382,湖口段
5383,九股段
5384,永愛段
5385,保安段
5386,永安段
5387,七星段
5388,南強段
5389,南溪段
5390,新隘段
5391,文化段
5392,隘城段
5393,蘇新段
5394,武荖坑段
5395,新澳段
5396,朝陽段
5397,蘇高段
5398,新溪東段
5399,蘇澳段蘇澳小段
5400,蘇澳段白米甕小段
5401,蘇澳段南方澳小段
5402,蘇澳段北方澳小段
5403,南正段
5404,南安段
5405,猴猴段猴猴小段
5406,猴猴段頂寮小段
5407,港口段港口小段
5408,港口段嶺腳小段
5409,糞箕湖段糞箕湖小段
5410,糞箕湖段後湖小段
5411,公勞埔段公勞埔小段
5412,公勞埔段大坑罟小段
5413,隘丁段
5414,馬賽段
5415,新馬段
5416,新城段新城小段
5417,新城段武荖坑小段
5418,龍德段
5419,東澳段
5420,大南澳段
5421,西帽段
5422,烏岩段
5423,四方林段
5424,育英段
5425,聖湖段
5426,新隆恩段
5427,頂寮段
5428,猴猴段
5429,大南澳嶺段
5430,東澳一段
5431,腦寮段
5432,永樂段
5433,白米甕段
5434,雙賢一段
5435,人和一段
5436,人和三段
5437,天山段
5438,福和段
5439,長埤湖段
5440,拳頭母段
5441,槍櫃城段
5442,新日興段
5443,大隱一段
5444,頂二萬五段
5445,叭哩沙段
5446,光明段
5447,拱照段
5448,阿里史段阿里史小段
5449,阿里史段大埔小段
5450,阿里史段十九結小段
5451,阿里史段張公圍小段
5452,阿里史段大湖小段
5453,阿里史段石頭圍小段
5454,阿里史段草湖小段
5455,大洲段
5456,中溪洲段中溪洲小段
5457,中溪洲段葫蘆堵小段
5458,中溪洲段腳小段
5459,紅柴林段紅柴林小段
5460,紅柴林段二萬五小段
5461,紅柴林段八王圍小段
5462,九芎湖段玉蘭小段
5463,九芎湖段牛鬥小段
5464,清水段
5465,尾塹段
5466,尾塹段尾塹小段
5467,尾塹段清州小段
5468,三星段月眉小段
5469,尾塹段破布烏小段
5470,尾塹段天送埤小段
5471,尾塹段九芎湖小段
5472,大德段
5473,日興段
5474,尚義段
5475,星月段
5476,集慶段
5477,義德段
5478,長春段
5479,新大洲段
5480,石圍段
5481,頂義段
5482,行健段
5483,大埔段
5484,大隱段
5485,萬貴段
5486,義富段
5487,健富段
5488,田心段
5489,腳段
5490,張公圍段
5491,大坑段
5492,大湖段
5493,八王城段
5494,二萬五段
5495,人和二段
5496,柑仔坑段
5497,復興一段
5498,家福段
5499,牛頭段
5500,雙賢二段
5501,清源段
5502,清水山段
5503,斯達吉司段
5504,赤皮寮段
5505,盆盆山段
5506,嘉蘭段
5507,石頭溪段
5508,左得寒山段
5509,東壘溪段
5510,賓古溪段
5511,臭清湖段
5512,古力比老段
5513,刺竹澳段
5514,夏諾段
5515,古魯段
5516,烏帽段
5517,米羅段
5518,百韜段
5519,松羅段
5520,南山段
5521,茂安段
5522,啞口段
5523,粗坑段冷水坑小段
5524,梵梵段
5525,崙埤段
5526,寒溪段
5527,碼崙段
5528,大元段
5529,牛鬥段
5530,四季段
5531,四重段
5532,思源段
5533,太平山段
5534,尖山段
5535,婆羅山段
5536,陵山段
5537,土場段
5538,仁澤段
5539,給里東段
5540,左宇漠段
5541,多門南段
5542,平元段
5543,芳山段
5544,望洋南段
5545,棲蘭山段
5546,明池段
5547,烏山段
5548,四圍段
5549,東保段
5550,馬惱段
5551,加留坪段
5552,發陡西段
5553,加羅山段
5554,見晴段
5555,田古爾段
5556,馬縫段
5557,紫林段
5558,玉崙段
5559,松溪段
5560,石門段
5561,十六分段
5562,石溪段
5563,大溪段
5564,清溪段
5565,溫泉段
5566,新舊寮段
5567,斯巴豹段
5568,石門溪段
5569,出水溪段
5570,月桂溪段
5571,香本山段
5572,熱嘎勇段
5573,巴波里澳段
5574,南澳二段
5575,碧侯段
5576,南澳一段
5577,鹿皮段
5578,澳花段
5579,南澳段
5580,仲岳段
5581,東岳段
5582,武塔段
5583,東高段
5584,發陡東段
5585,霧覽段
5586,拉巴丸段
5587,次考干段
5588,銘山西段
5589,檜山南段
5590,矢櫃段
5591,雅音段
5592,發陡南段
5593,束穗段
5594,南湖東段
5595,澗澗庫南段
5596,澗澗庫北段
5597,巴奈良段
5598,清花段
5599,高律段
5600,芳北段
5601,馬望南段
5602,麻加南段
5603,馬望峰段
5604,基央段
5605,砲台段
5606,飯包段
5607,比亞豪段
5608,金巢北段
5609,東嶺段
5610,大白段
5611,蘭坎段
5612,蕃社坑段
5613,四區段
5614,鹿山段
5615,下銅山段
5616,翠峰段
5617,元山段
5618,金岳段
5619,飯山段
5620,富太段
5621,寮山段
5622,西德段
5623,帽山段
5624,武坑段
5625,新溪西段
5626,小白山段
5627,垭口段
5628,高峰段
5629,拉雅段
5630,南碧段
5631,金洋段
5632,迴道段
5633,碧侯一段
5634,坡卡地段
5635,嶺東段
5636,瀑布段
5637,乾門三段
5638,艮門五段
5639,坤門一段
5640,巽門一段
5641,巽門二段
5642,坤門三段
5643,金六結一段
5644,筊白段
5645,梅洲新段
5646,宜蘭段乾門小段
5647,宜蘭段坤門小段
5648,宜蘭段艮門小段
5649,宜蘭段巽門小段
5650,金六結段五結小段
5651,金六結段六結小段
5652,金六結段七結小段
5653,金六結段金結小段
5654,壯一段
5655,凱旋段
5656,振興段
5657,新張段
5658,延平段
5659,革新段
5660,建蘭段
5661,宜榮段
5662,珍子滿力段珍子滿力小段
5663,珍子滿力段擺厘小段
5664,北津段
5665,梅洲段
5666,珍珠段
5667,辛子罕段
5668,一結段一結小段
5669,一結段二結小段
5670,四段四一小段
5671,四段四二小段
5672,四段四三小段
5673,壯二段
5674,壯三段
5675,狀四段
5676,狀七段
5677,七張段
5678,思源段
5679,宜興段
5680,宜商段
5681,黎明段
5682,東村段
5683,新生段
5684,新店段
5685,南橋段
5686,南門段
5687,建業段
5688,和平段
5689,雙福段
5690,宜福段
5691,乾門一段
5692,艮門二段
5693,艮門三段
5694,乾門二段
5695,艮門一段
5696,進士段
5697,健康段
5698,公園段
5699,坤門二段
5700,校舍段
5701,烏石港段
5702,新興一段
5703,頭圍一段
5704,拔雅林二段
5705,金盈一段
5706,二城段
5707,新興二段
5708,金面一段
5709,頂埔段
5710,下埔段
5711,新打馬煙段
5712,新金面段
5713,鷹嶺段
5714,中崙段
5715,金盈段
5716,圓通段
5717,石城段
5718,大里段
5719,外大溪段
5720,合興段
5721,北關段
5722,北勢坑段
5723,更新段
5724,外澳段
5725,大澳段
5726,港口段
5727,白石湖段
5728,猴洞段
5729,頭圍段
5730,二圍段
5731,拔雅林段拔雅林小段
5732,拔雅林段武營小段
5733,大坑罟段
5734,大里簡段大里簡小段
5735,大里簡段蕃薯寮小段
5736,大里簡段桶盤堀小段
5737,大里簡段石城子小段
5738,中崙段中崙小段
5739,中崙段港仔墘小段
5740,中崙段新圍小段
5741,新興段上新興小段
5742,新興段下新興小段
5743,大溪段內大溪小段
5744,大溪段外大溪小段
5745,大溪段合興小段
5746,梗枋段梗枋小段
5747,梗枋段石空小段
5748,港澳段港口小段
5749,港澳段外澳小段
5750,金面段大金面小段
5751,金面段小金面小段
5752,下埔段下埔小段
5753,下埔段頂埔小段
5754,三抱竹段三抱竹小段
5755,三抱竹段打馬烟小段
5756,福成段福成小段
5757,福成段福德坑小段
5758,竹安段
5759,龜山段
5760,新崙段
5761,新二圍段
5762,新竹安段
5763,內大溪段
5764,橫山段
5765,石牌段
5766,草嶺段
5767,溪頂段
5768,黃尾嶼段
5769,釣魚台段
5770,赤尾嶼段
5771,北小島段
5772,南小島段
5773,下新興段
5774,頭圍二段
5775,拔雅林一段
5776,新福成段
5777,礁溪段得子口小段
5778,得石新段
5779,十六結段
5780,二結新段
5781,大林尾段
5782,匏崙坡段
5783,桶後段
5784,武暖段
5785,三民一段
5786,玉光一段
5787,開蘭一段
5788,開蘭二段
5789,開蘭三段
5790,溫泉段
5791,永興段
5792,龍泉段
5793,三皇段
5794,龍潭湖段
5795,刺仔崙段
5796,石磐段
5797,山豬窟段
5798,小礁溪段
5799,礁溪段礁溪小段
5800,湯圍段湯圍小段
5801,湯圍段竹蒿厝小段
5802,白石腳段
5803,大坡段
5804,二結段
5805,四結段
5806,六結段
5807,七結段
5808,林尾段
5809,匏杓崙段
5810,三民段
5811,民生段
5812,玉田段
5813,光武段
5814,玉光段
5815,朝陽段
5816,民權段
5817,開蘭段
5818,實踐段
5819,柴圍段
5820,奇力丹段
5821,抵百葉段
5822,淇武蘭段
5823,五股段
5824,大塭段大塭小段
5825,大塭段王通塭小段
5826,大塭段塭底小段
5827,十六結段十六結小段
5828,三圍段
5829,茅埔段茅埔小段
5830,茅埔段奇武蘭小段
5831,踏踏段
5832,武暖段
5833,瑪璘段
5834,三十九結段
5835,車路頭段
5836,番刈田段
5837,協天段
5838,義結段
5839,忠義段
5840,白雲段
5841,玉石段
5842,德陽段
5843,五峰段
5844,白玉段
5845,玉泉段
5846,協民段
5847,常興段
5848,新塭段
5849,龍潭段
5850,結龍段
5851,湯仔城段
5852,鵲子段
5853,石門段
5854,鵠仔山段
5855,大礁溪段
5856,保安段
5857,公園段
5858,開圍段
5859,十六結新段
5860,壯濱一段
5861,壯濱段
5862,吉祥一段
5863,吉祥二段
5864,古結段
5865,五權段
5866,新福段
5867,新南段
5868,新社段
5869,大富段
5870,大福段大福小段
5871,大福段社頭小段
5872,狀志段
5873,復興段
5874,三塊厝段
5875,壯東段
5876,美城段
5877,中興段
5878,中華段
5879,五美段
5880,過嶺段
5881,公館段公館小段
5882,公館段番社小段
5883,公館段后埤小段
5884,后段后小段
5885,后段奇立板小段
5886,后段貓里霧罕小段
5887,新興段
5888,十三股段十三股小段
5889,十三股段六戈小段
5890,十三股段十八甲小段
5891,功勞段
5892,功勞段羅罕小段
5893,功勞段功勞小段
5894,古亭笨段
5895,壯六段
5896,抵美段
5897,土圍段
5898,五間段
5899,霧罕段
5900,南興段副南興小段
5901,南興段頂南興小段
5902,新發段
5903,狀五段
5904,美福段
5905,大福二段
5906,大福一段
5907,壯濱二段
5908,壯濱四段
5909,壯濱三段
5910,壯濱五段
5911,水源段
5912,大湖一段
5913,大湖二段
5914,內湖一段
5915,內湖二段
5916,再連段
5917,望龍埤段
5918,隘界一段
5919,隘界二段
5920,隘界三段
5921,永和段
5922,雙連埤段
5923,船仔頭段
5924,油車段
5925,茄苳林段
5926,慶安段
5927,新城段阿蘭城小段
5928,同樂段
5929,溪洲段
5930,吧荖鬱段
5931,枕頭山段
5932,結頭份段
5933,粗坑段粗坑小段
5934,粗坑段再連小段
5935,粗坑段冷水坑小段
5936,粗坑段破鐺坑小段
5937,三段內湖小段
5938,三段大三小段
5939,三段三二小段
5940,溫泉段
5941,員山段
5942,外員段
5943,金古段
5944,金泰段
5945,永同段
5946,蚊子烟埔段
5947,尚好段
5948,深惠段
5949,深賢段
5950,深洲段
5951,深福段
5952,新洲子段
5953,成功段
5954,水頭段
5955,大坪段
5956,雙溪嘴段
5957,枕山段
5958,蘭城段
5959,玉東段
5960,阿玉段
5961,紅柴段
5962,長嶺段
5963,外員山段員山小段
5964,外員山段金包里古小段
5965,內員山段內員山小段
5966,內員山段永廣小段
5967,內員山段中和小段
5968,大湖段大湖小段
5969,大湖段茄苳林小段
5970,大湖段隘界小段
5971,大湖段雙連埤小段
5972,洲子段洲子小段
5973,洲子段蚊子烟埔小段
5974,洲子段葫蘆小段
5975,深溝段
5976,樂山段
5977,三泰段
5978,七賢段
5979,金山段
5980,新城段鎮平小段
